plant_id,plant_name,latitude,longitude
319.0,Big Creek 3,37.148517,-119.3866
319.0,Big Creek 3,37.148517,-119.3866
320.0,Big Creek 4,37.139,-119.4898
320.0,Big Creek 4,37.139,-119.4898
321.0,Big Creek 8,37.2096,-119.3289
321.0,Big Creek 8,37.2096,-119.3289
322.0,Big Creek 2A,37.200062,-119.3068
322.0,Big Creek 2A,37.200062,-119.3068
323.0,Bishop Creek 2,37.273581,-118.5733
323.0,Bishop Creek 2,37.273581,-118.5733
323.0,Bishop Creek 2,37.273581,-118.5733
324.0,Bishop Creek 3,37.301962,-118.532
324.0,Bishop Creek 3,37.301962,-118.532
324.0,Bishop Creek 3,37.301962,-118.532
325.0,Bishop Creek 4,37.323035,-118.5017
325.0,Bishop Creek 4,37.323035,-118.5017
325.0,Bishop Creek 4,37.323035,-118.5017
325.0,Bishop Creek 4,37.323035,-118.5017
325.0,Bishop Creek 4,37.323035,-118.5017
326.0,Bishop Creek 5,37.3344,-118.4797
326.0,Bishop Creek 5,37.3344,-118.4797
327.0,Bishop Creek 6,37.3499,-118.4628
332.0,Fontana,34.155162,-117.3971
332.0,Fontana,34.155162,-117.3971
335.0,AES Huntington Beach LLC,33.6439,-117.9792
336.0,Kaweah 2,36.461326,-118.8799
337.0,Kaweah 1,36.465066,-118.862
338.0,Kaweah 3,36.486059,-118.8356
338.0,Kaweah 3,36.486059,-118.8356
339.0,Kern River 3,35.776185,-118.4362
339.0,Kern River 3,35.776185,-118.4362
340.0,Kern River 1,35.460303,-118.7796
340.0,Kern River 1,35.460303,-118.7796
340.0,Kern River 1,35.460303,-118.7796
340.0,Kern River 1,35.460303,-118.7796
341.0,Long Beach Generation LLC,33.7641,-118.2248
341.0,Long Beach Generation LLC,33.7641,-118.2248
341.0,Long Beach Generation LLC,33.7641,-118.2248
341.0,Long Beach Generation LLC,33.7641,-118.2248
342.0,Lundy,38.042729,-119.172
342.0,Lundy,38.042729,-119.172
344.0,Mammoth Pool,37.220302,-119.338
344.0,Mammoth Pool,37.220302,-119.338
350.0,Ormond Beach,34.1292,-119.1689
350.0,Ormond Beach,34.1292,-119.1689
353.0,Poole,37.944237,-119.2161
354.0,Portal,37.257045,-119.1589
357.0,Rush Creek,37.766954,-119.1233
357.0,Rush Creek,37.766954,-119.1233
358.0,Mountainview Generating Station,34.0818,-117.2418
358.0,Mountainview Generating Station,34.0818,-117.2418
358.0,Mountainview Generating Station,34.0818,-117.2418
358.0,Mountainview Generating Station,34.0818,-117.2418
358.0,Mountainview Generating Station,34.0818,-117.2418
358.0,Mountainview Generating Station,34.0818,-117.2418
